base_name,estimator,run_depth,target,method,logloss,auc,ap,brier,params_json
3clusters_3outliers,logreg,4,t4,Logistic_rMTFL,0.56971308279793,0.7763950220794861,0.7529328409279437,0.1909652524960155,"{""tau"": 0.18306601622199792, ""lam"": 1.3353093038684247, ""max_iter"": 1624, ""tol"": 2.584719137678497e-05, ""tau_init"": 1.4949279123027481, ""cont_factor"": 0.4387310645127287, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t4,Single_Task,0.6261877477856512,0.7386591730228823,0.7087856097415774,0.2156728847819659,
3clusters_3outliers,logreg,4,t5,ATL_selector,0.5603353724847028,0.8100961538461539,0.7587995477311811,0.1819442198944534,
3clusters_3outliers,logreg,4,t5,Logistic_Dirty,0.6231924160783001,0.716045673076923,0.6740030108402629,0.2151856363167321,"{""lam1"": 0.051767697898803505, ""lam2"": 0.029945001529455537, ""max_iter"": 1336, ""tol"": 0.000762789344390862, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t5,Logistic_L21,0.6228378323018524,0.7167467948717949,0.6786560545167929,0.2148750869130103,"{""lam"": 0.048264494712027005, ""max_iter"": 970, ""tol"": 4.105960656295477e-06, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t5,Logistic_rMTFL,0.6023280399765746,0.7430889423076923,0.7184775700414523,0.2061502286089725,"{""tau"": 0.06782097984639751, ""lam"": 3.621229165077487, ""max_iter"": 760, ""tol"": 1.5121395310961825e-06, ""tau_init"": 0.201985807396076, ""cont_factor"": 0.6897548059592868, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t5,Single_Task,0.6223679276664046,0.7159455128205128,0.678713901321337,0.2147119919438362,
3clusters_3outliers,logreg,4,t6,ATL_selector,0.5785710413201712,0.805647673600643,0.8031340120303647,0.1836043890288853,
3clusters_3outliers,logreg,4,t6,Logistic_Dirty,0.6118610388741277,0.7587177168123806,0.7742049561031923,0.203819314440472,"{""lam1"": 5.762291182120275, ""lam2"": 0.006140008309105447, ""max_iter"": 1359, ""tol"": 4.555973813224566e-05, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t6,Logistic_L21,0.5869049865340211,0.7654507084715103,0.7834856592873521,0.1977395304113494,"{""lam"": 0.04807423177942363, ""max_iter"": 671, ""tol"": 0.000160364657415415, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t6,Logistic_rMTFL,0.5642311917608299,0.7947944930157773,0.8018137885619117,0.1868773475737115,"{""tau"": 0.11051704151776846, ""lam"": 4.212439884397958, ""max_iter"": 1622, ""tol"": 6.399070742758654e-05, ""tau_init"": 1.0105670094451908, ""cont_factor"": 0.7698008766489766, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t6,Single_Task,0.5848472231402754,0.7643452919304593,0.779440393709478,0.1979809178590323,
3clusters_3outliers,logreg,4,t7,ATL_selector,0.5690117576656997,0.79171668667467,0.7947386962147351,0.1918562293543796,
3clusters_3outliers,logreg,4,t7,Logistic_Dirty,0.6319232421450334,0.7003801520608244,0.7130293999850725,0.2206421387016645,"{""lam1"": 0.16099917940848021, ""lam2"": 1.570641961124586, ""max_iter"": 955, ""tol"": 6.58169604866623e-06, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t7,Logistic_L21,0.6319117832265821,0.7019807923169268,0.7147712811682939,0.2206580580574114,"{""lam"": 0.15627313112746133, ""max_iter"": 1191, ""tol"": 0.0007140467923386916, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t7,Logistic_rMTFL,0.5797055849713036,0.7811124449779911,0.7812482610826679,0.1965609352308219,"{""tau"": 0.22371189343898257, ""lam"": 0.18578638943362882, ""max_iter"": 1123, ""tol"": 2.1763468103473004e-05, ""tau_init"": 3.34527968856295, ""cont_factor"": 0.5747748598886666, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t7,Single_Task,0.6325046485573875,0.6980792316926772,0.7043452863351953,0.2212822735200584,
3clusters_3outliers,logreg,4,t8,ATL_selector,0.5911380698418177,0.7746972275047542,0.7343860346810167,0.2004712820343181,
3clusters_3outliers,logreg,4,t8,Logistic_Dirty,0.6188662249708741,0.7480732659393454,0.6877343822217736,0.213865611153996,"{""lam1"": 0.16098516337515723, ""lam2"": 0.04949585672220567, ""max_iter"": 1281, ""tol"": 8.501523680043038e-05, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t8,Logistic_L21,0.6122420880211876,0.7606846161545391,0.6975999930056533,0.2108193787191521,"{""lam"": 0.13361625134351063, ""max_iter"": 1279, ""tol"": 4.657266939093667e-05, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t8,Logistic_rMTFL,0.6016891179808715,0.766389750775698,0.7094647194397499,0.204840181327667,"{""tau"": 0.1611868610916632, ""lam"": 0.43620679671078894, ""max_iter"": 764, ""tol"": 0.00010963205529286699, ""tau_init"": 1.135775087910165, ""cont_factor"": 0.7839500550201581, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t8,Single_Task,0.6326974064972785,0.7148433590231209,0.6583897690835551,0.2205480004376172,
3clusters_3outliers,logreg,4,t9,ATL_selector,0.557501154268439,0.835734577922078,0.7598402103764574,0.1843135805071133,
3clusters_3outliers,logreg,4,t9,Logistic_Dirty,0.6000230499922271,0.7822646103896105,0.7120803399769987,0.2048937754219161,"{""lam1"": 0.20794348628484513, ""lam2"": 0.40606111815041496, ""max_iter"": 777, ""tol"": 2.6054257544551547e-05, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t9,Logistic_L21,0.6014134659208749,0.7822646103896104,0.711655022640606,0.2055618678707437,"{""lam"": 0.21099541621320733, ""max_iter"": 1417, ""tol"": 0.00015684110535786253, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t9,Logistic_rMTFL,0.5523366866193548,0.8184862012987013,0.7552900732164801,0.1818513654655909,"{""tau"": 0.23849377023037538, ""lam"": 0.6675945350266769, ""max_iter"": 1028, ""tol"": 6.361037502326994e-06, ""tau_init"": 2.76246215462908, ""cont_factor"": 0.5062043900398498, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t9,Single_Task,0.5936049845649207,0.7944399350649352,0.7287727765916323,0.201756553706798,
44gg,logreg,4,t0,ATL_selector,0.6119224330466505,0.7385647082374137,0.7364008394136825,0.2094629496854438,
44gg,logreg,4,t0,Logistic_Dirty,0.6784097272808305,0.6737063357021319,0.6716960977930407,0.2359152618235367,"{""lam1"": 0.014329164108852049, ""lam2"": 0.5682917579405324, ""max_iter"": 969, ""tol"": 0.0009137842399191845, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t0,Logistic_L21,0.6759268369888884,0.6742067861074968,0.6706677275698063,0.2349191654026128,"{""lam"": 0.018952281088538858, ""max_iter"": 1075, ""tol"": 1.5076563492720021e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t0,Logistic_rMTFL,0.6559188789919344,0.6959263337003303,0.6901532025474301,0.2265813627650491,"{""tau"": 0.03270912911592567, ""lam"": 0.5892068792322673, ""max_iter"": 928, ""tol"": 0.00012836697900618052, ""tau_init"": 0.4655811576997183, ""cont_factor"": 0.5243649701437357, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t0,Single_Task,0.6746981573509516,0.6724051646481835,0.6700964988051423,0.2351493802993127,
44gg,logreg,4,t1,ATL_selector,0.5769567168595614,0.7842232035327178,0.7275657513597062,0.195053762269772,
44gg,logreg,4,t1,Logistic_Dirty,0.6480629058475299,0.6696105981533521,0.6513791593039373,0.2309519586349174,"{""lam1"": 41.43817734114953, ""lam2"": 0.011896492333267386, ""max_iter"": 684, ""tol"": 0.00038565380930660634, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t1,Logistic_L21,0.6441414405259807,0.6699116820553994,0.6548694447924337,0.2292048714592258,"{""lam"": 0.04598905915531958, ""max_iter"": 1275, ""tol"": 0.00044064282136936883, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t1,Logistic_rMTFL,0.6265757880411681,0.6927940586109996,0.6768850052510658,0.2208390559041831,"{""tau"": 0.08070074200755531, ""lam"": 0.16759925242085622, ""max_iter"": 1213, ""tol"": 0.0005967960733898554, ""tau_init"": 1.109680947123212, ""cont_factor"": 0.7066971020846738, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t1,Single_Task,0.6364863114004351,0.6753311922922521,0.6612712474379538,0.225317474761279,
44gg,logreg,4,t10,ATL_selector,0.5526903893152508,0.8051883012820512,0.7782322086974823,0.1819022190247851,
44gg,logreg,4,t10,Logistic_Dirty,0.5479186437896227,0.8076923076923076,0.7822977675079208,0.1804434036531369,"{""lam1"": 1.4790133679037718, ""lam2"": 0.012138840039438993, ""max_iter"": 1022, ""tol"": 8.306384323680099e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t10,Logistic_L21,0.5597308306485341,0.8028846153846154,0.7784857884257984,0.1832554643675729,"{""lam"": 0.012562121875144704, ""max_iter"": 1398, ""tol"": 0.00047425840769088206, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t10,Logistic_rMTFL,0.5582345340150885,0.8031850961538461,0.7786504492675104,0.1829088286493834,"{""tau"": 0.36149469839732207, ""lam"": 0.01417816348898787, ""max_iter"": 1417, ""tol"": 0.0007195765433972021, ""tau_init"": 0.9464617262261915, ""cont_factor"": 0.47490174612518193, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t10,Single_Task,0.5633637830645801,0.7990785256410257,0.7750666527578914,0.1853413017499314,
44gg,logreg,4,t11,ATL_selector,0.5646661819190345,0.7947944930157774,0.7101751719846625,0.1863755473746928,
44gg,logreg,4,t11,Logistic_Dirty,0.6170881398515181,0.7322882122399759,0.6687572033002475,0.2115556893979988,"{""lam1"": 0.0628707899820943, ""lam2"": 0.011022914052329554, ""max_iter"": 535, ""tol"": 3.263387282731162e-05, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t11,Logistic_L21,0.6284087141574828,0.7193246909858307,0.658014902801056,0.2165431643062335,"{""lam"": 0.029401175447952378, ""max_iter"": 488, ""tol"": 2.1065249192776778e-05, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t11,Logistic_rMTFL,0.5938360293535278,0.7665561250125617,0.6909222224491535,0.2016635312024863,"{""tau"": 0.072727722921684, ""lam"": 0.9450496018925763, ""max_iter"": 1571, ""tol"": 0.0007630263391961423, ""tau_init"": 0.2249397300221883, ""cont_factor"": 0.8400662670955219, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t11,Single_Task,0.635124975318307,0.7124912069138779,0.6556800190144683,0.2194830518768235,
44gg,logreg,4,t2,ATL_selector,0.5991478570871052,0.7597759775977597,0.7257066513102782,0.2028278368522843,
44gg,logreg,4,t2,Logistic_Dirty,0.60067261651932,0.7513751375137513,0.710195336838624,0.2060954199665463,"{""lam1"": 0.12417468865244415, ""lam2"": 1.7387900883885001, ""max_iter"": 832, ""tol"": 0.00025981189146770807, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t2,Logistic_L21,0.5971301966583197,0.7551755175517552,0.7138638131107915,0.2044263959682729,"{""lam"": 0.10649450063357917, ""max_iter"": 513, ""tol"": 0.0008836767706193616, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t2,Logistic_rMTFL,0.5895985356956568,0.7727772777277728,0.7324450039720914,0.199918584049485,"{""tau"": 0.1905777017306222, ""lam"": 3.119503853515738, ""max_iter"": 661, ""tol"": 2.6290208210134535e-05, ""tau_init"": 1.9589757679356021, ""cont_factor"": 0.4841448043967126, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t2,Single_Task,0.597854723919346,0.7587758775877588,0.718871054201047,0.2046090814515828,
44gg,logreg,4,t3,ATL_selector,0.6299959140246494,0.7164793255720595,0.6376712080026059,0.2190172233995089,
44gg,logreg,4,t3,Logistic_Dirty,0.6319867192825167,0.7031312725812926,0.6489254241397295,0.2206808454209522,"{""lam1"": 9.250550392315601, ""lam2"": 0.05756031483616515, ""max_iter"": 1406, ""tol"": 1.016232653400497e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t3,Logistic_L21,0.6343890109887661,0.699919710959454,0.6455927333423687,0.2217154239438516,"{""lam"": 0.13178321099684623, ""max_iter"": 1474, ""tol"": 1.3685916439383558e-05, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t3,Logistic_rMTFL,0.6128355647182119,0.7509032517061421,0.6797570588710553,0.2114430265157389,"{""tau"": 0.19867609931540345, ""lam"": 4.85304822534915, ""max_iter"": 959, ""tol"": 5.3772209264977765e-06, ""tau_init"": 1.0764406064675247, ""cont_factor"": 0.4398221171410689, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t3,Single_Task,0.6343403766234893,0.7068446407065436,0.6611369374913897,0.2216337775745011,
44gg,logreg,4,t4,ATL_selector,0.6187993455794388,0.7337740384615384,0.6770466914053551,0.2139307963308235,
44gg,logreg,4,t4,Logistic_Dirty,0.6146789324140116,0.7377804487179488,0.6842128701458722,0.2108055851102844,"{""lam1"": 0.07549685453207536, ""lam2"": 0.14683522433042653, ""max_iter"": 790, ""tol"": 1.3500015573972292e-05, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t4,Logistic_L21,0.616466116758492,0.7353766025641024,0.682281734649214,0.2120988799441463,"{""lam"": 0.08573288894822623, ""max_iter"": 1170, ""tol"": 0.00012383887728317487, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t4,Logistic_rMTFL,0.6161628504218498,0.7354767628205128,0.6818102486712012,0.211892970010447,"{""tau"": 4.608630285283617, ""lam"": 0.08306797769733584, ""max_iter"": 943, ""tol"": 1.4315836238940898e-06, ""tau_init"": 41.870063625908166, ""cont_factor"": 0.5300998748328015, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t4,Single_Task,0.6113425196305116,0.7432892628205129,0.6848806984629555,0.2097674170541844,
44gg,logreg,4,t5,ATL_selector,0.5979939427324957,0.7534054487179487,0.7529184398001498,0.2045465753802188,
44gg,logreg,4,t5,Logistic_Dirty,0.6330416751188394,0.7052283653846155,0.7110902171284739,0.2196949882093048,"{""lam1"": 0.08069750728959853, ""lam2"": 0.10627137817039219, ""max_iter"": 631, ""tol"": 0.0009388917448183565, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t5,Logistic_L21,0.6318443813065001,0.7049278846153846,0.7118334747548423,0.2193396251536221,"{""lam"": 0.0844863217809639, ""max_iter"": 797, ""tol"": 3.2410267022556566e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t5,Logistic_rMTFL,0.6189618620090941,0.7206530448717949,0.7274865645965418,0.2141808267433481,"{""tau"": 0.1917234572001182, ""lam"": 0.09879306507685662, ""max_iter"": 1404, ""tol"": 1.802503877754433e-05, ""tau_init"": 0.7164917513342142, ""cont_factor"": 0.6707443705336202, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t5,Single_Task,0.6339731890353276,0.7077323717948718,0.697762408484663,0.2196778210167082,
44gg,logreg,4,t6,ATL_selector,0.6208724588635538,0.7119799498746867,0.6627309403030748,0.2161062376584613,
44gg,logreg,4,t6,Logistic_Dirty,0.6381461943508983,0.7089724310776943,0.658422551546398,0.2225756726491977,"{""lam1"": 0.0027187075981800674, ""lam2"": 0.0012252468998461541, ""max_iter"": 1490, ""tol"": 7.818332335007865e-05, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t6,Logistic_L21,0.6225626018500826,0.7100751879699247,0.6583712913639537,0.2172451412030459,"{""lam"": 0.04030385575385466, ""max_iter"": 1137, ""tol"": 3.279775275565825e-05, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t6,Logistic_rMTFL,0.6023663613178253,0.7393483709273184,0.6857414726160878,0.2079263861228693,"{""tau"": 0.06700684563575045, ""lam"": 0.2492081785420463, ""max_iter"": 709, ""tol"": 0.0009184045341399144, ""tau_init"": 0.5048489775002932, ""cont_factor"": 0.8500666873599532, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t6,Single_Task,0.6252690131993589,0.7097744360902256,0.6599937035075419,0.2179894943936263,
44gg,logreg,4,t7,ATL_selector,0.5862566487720335,0.7608080808080807,0.7237354602065604,0.1966540031393249,
44gg,logreg,4,t7,Logistic_Dirty,0.6264166166985617,0.7347474747474748,0.6560442887108624,0.2105290857629947,"{""lam1"": 4.62647722288647, ""lam2"": 0.018222449933640184, ""max_iter"": 1353, ""tol"": 1.945535477204405e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t7,Logistic_L21,0.6098466893438013,0.7378787878787879,0.6619037480718047,0.2073209288151933,"{""lam"": 0.05285357012501399, ""max_iter"": 778, ""tol"": 2.2545155352325922e-05, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t7,Logistic_rMTFL,0.5871927643703782,0.7619191919191919,0.707974635996951,0.1980522938958519,"{""tau"": 0.13577762427896442, ""lam"": 0.3186899149702317, ""max_iter"": 1467, ""tol"": 1.9135204961098975e-05, ""tau_init"": 1.4203507692514403, ""cont_factor"": 0.6665822608225698, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t7,Single_Task,0.6060353234711637,0.7431313131313131,0.6658586102033381,0.2055329546624575,
44gg,logreg,4,t8,ATL_selector,0.5850116332379861,0.7710939845861275,0.7689407082012489,0.1991045107039645,
44gg,logreg,4,t8,Logistic_Dirty,0.5727150448949417,0.7795015513962567,0.803748786940713,0.192993598309837,"{""lam1"": 0.5093570259051222, ""lam2"": 0.012140506933994882, ""max_iter"": 449, ""tol"": 0.0006901996916707995, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t8,Logistic_L21,0.5796219400982342,0.7725953358022218,0.7980499045630576,0.196470123196763,"{""lam"": 0.0451211345489229, ""max_iter"": 1314, ""tol"": 2.252989255909174e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t8,Logistic_rMTFL,0.5589657575917559,0.8056250625563006,0.8211682423485355,0.1865465836734856,"{""tau"": 0.08591579574929932, ""lam"": 1.9151159237491202, ""max_iter"": 1352, ""tol"": 1.654568127601797e-06, ""tau_init"": 0.9002058838757938, ""cont_factor"": 0.6682540050088565, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t8,Single_Task,0.5753886773470556,0.7842057852066862,0.8079317267222362,0.1939133380101198,
44gg,logreg,4,t9,ATL_selector,0.6698089689621932,0.7347734773477348,0.6882664512002798,0.2201184380497859,
44gg,logreg,4,t9,Logistic_Dirty,0.6383486659936414,0.7383738373837384,0.6885528865839896,0.2131385571056685,"{""lam1"": 8.19120787267531, ""lam2"": 0.009534554444891525, ""max_iter"": 1490, ""tol"": 4.126415703879052e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t9,Logistic_L21,0.6563072230207624,0.7356735673567356,0.6875925836891719,0.2172893858450721,"{""lam"": 0.011435030876573953, ""max_iter"": 1041, ""tol"": 2.081000835688334e-06, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t9,Logistic_rMTFL,0.6437399338779659,0.7371737173717373,0.6885386964588713,0.2146853679625702,"{""tau"": 12.669023603021587, ""lam"": 0.019887977816607755, ""max_iter"": 628, ""tol"": 1.6861435160025398e-05, ""tau_init"": 91.98812941322069, ""cont_factor"": 0.6179465091991647, ""standardize"": false, ""random_state"": 42}"
44gg,logreg,4,t9,Single_Task,0.6698089689621932,0.7347734773477348,0.6882664512002798,0.2201184380497859,
55gg,logreg,4,t0,ATL_selector,0.5669779756579298,0.8003800380038004,0.7926869713448522,0.1889382616069772,
55gg,logreg,4,t0,Logistic_Dirty,0.5679735879123581,0.7867786778677868,0.7814897871160155,0.1923536122401831,"{""lam1"": 0.05418062298251044, ""lam2"": 1.7489354163399016, ""max_iter"": 847, ""tol"": 0.00039335721952772943, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t0,Logistic_L21,0.5684643375635627,0.7863786378637864,0.7810098996723767,0.1925095189123159,"{""lam"": 0.0504353138281477, ""max_iter"": 986, ""tol"": 0.0007311146709719549, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t0,Logistic_rMTFL,0.5677899035557672,0.7873787378737874,0.782098677668412,0.1923068843091657,"{""tau"": 3.566188400890589, ""lam"": 0.05742724309280448, ""max_iter"": 1482, ""tol"": 0.0008883377468208166, ""tau_init"": 32.77428148302482, ""cont_factor"": 0.6911495585071423, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t0,Single_Task,0.5729354664309104,0.7846784678467846,0.7780110147318975,0.1940721988854773,
55gg,logreg,4,t1,ATL_selector,0.5770596242827162,0.7778445512820513,0.75266537168695,0.1934406516033174,
55gg,logreg,4,t1,Logistic_Dirty,0.6028511992625498,0.74609375,0.7161661557290682,0.2061627836048084,"{""lam1"": 0.12835549192179296, ""lam2"": 2.01633747864225, ""max_iter"": 464, ""tol"": 3.334984981583797e-05, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t1,Logistic_L21,0.6027433474480195,0.7460937499999999,0.7156100819307132,0.2060358804987986,"{""lam"": 0.12542682818473525, ""max_iter"": 891, ""tol"": 0.0002327128617017454, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t1,Logistic_rMTFL,0.5936034618418593,0.7621193910256411,0.7205363799097505,0.1990444147716448,"{""tau"": 0.18721399740341682, ""lam"": 0.18578638943362857, ""max_iter"": 658, ""tol"": 0.00036257839177537664, ""tau_init"": 0.49726883154832735, ""cont_factor"": 0.8027090489402575, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t1,Single_Task,0.6046633440455768,0.7466947115384615,0.7205778500649205,0.2063587468589558,
55gg,logreg,4,t10,ATL_selector,0.6079694561099003,0.7575030012004802,0.705441770690546,0.2047846811230323,
55gg,logreg,4,t10,Logistic_Dirty,0.6152052206346393,0.7470988395358144,0.694940345780301,0.2067902816635997,"{""lam1"": 0.10952178257533907, ""lam2"": 0.63226073404543, ""max_iter"": 595, ""tol"": 4.489939264207264e-06, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t10,Logistic_L21,0.6149204008168536,0.7470988395358144,0.6950405047277604,0.2065594744425524,"{""lam"": 0.10504141913824265, ""max_iter"": 641, ""tol"": 0.0005067036579720364, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t10,Logistic_rMTFL,0.5983422671267965,0.7663065226090436,0.7153506250787236,0.1986930637006869,"{""tau"": 0.16563539834453891, ""lam"": 0.6653135430652103, ""max_iter"": 980, ""tol"": 0.0004175851565389335, ""tau_init"": 0.7097951293586819, ""cont_factor"": 0.49375434591767303, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t10,Single_Task,0.6180640038110997,0.741296518607443,0.6928045067663582,0.2085496639021901,
55gg,logreg,4,t11,ATL_selector,0.5264817607889359,0.8231578947368421,0.8038917500796896,0.1738918869625573,
55gg,logreg,4,t11,Logistic_Dirty,0.5520477864669568,0.7928822055137844,0.763087421811307,0.1860536465665209,"{""lam1"": 24.144983223200352, ""lam2"": 0.02420928058601025, ""max_iter"": 1061, ""tol"": 0.00012201000305510426, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t11,Logistic_L21,0.5422201434745358,0.8138345864661654,0.7871402340367222,0.1814125343972384,"{""lam"": 0.07287179649329084, ""max_iter"": 1412, ""tol"": 0.0008964038702356747, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t11,Logistic_rMTFL,0.5357894147465685,0.8203508771929825,0.7884311039373202,0.1786097468510773,"{""tau"": 0.09605167633173138, ""lam"": 0.6868149043609894, ""max_iter"": 1498, ""tol"": 4.496760236173628e-06, ""tau_init"": 0.8158234975413801, ""cont_factor"": 0.867807934551166, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t11,Single_Task,0.545494973541728,0.8044110275689224,0.7801464479988229,0.1828515269251043,
55gg,logreg,4,t12,ATL_selector,0.6494659741409399,0.7165866346538616,0.676225456381605,0.220911733060728,
55gg,logreg,4,t12,Logistic_Dirty,0.670067939333033,0.697078831532613,0.6494500170875152,0.2278748971452479,"{""lam1"": 0.0635305546239481, ""lam2"": 0.02431479523722591, ""max_iter"": 730, ""tol"": 2.2212811197981283e-06, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t12,Logistic_L21,0.6628373411918844,0.6943777511004403,0.6449218888428567,0.2269179183253476,"{""lam"": 0.07067802602272652, ""max_iter"": 1335, ""tol"": 0.0005559366226985767, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t12,Logistic_rMTFL,0.6623871961685751,0.6946778711484595,0.6446498074087266,0.2269727448782768,"{""tau"": 42.517799748748835, ""lam"": 0.07140895574498933, ""max_iter"": 1569, ""tol"": 4.51855390101992e-06, ""tau_init"": 623.4364242734729, ""cont_factor"": 0.8687427311488554, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t12,Single_Task,0.656058630624934,0.7018807523009204,0.6527637045834105,0.2241944952805959,
55gg,logreg,4,t13,ATL_selector,0.5716481882613748,0.7845552884615384,0.7755229988518463,0.1935338784612938,
55gg,logreg,4,t13,Logistic_Dirty,0.600132566960819,0.7457932692307692,0.7376633245278148,0.2051096168984784,"{""lam1"": 0.0995620006643325, ""lam2"": 2.153113118717796, ""max_iter"": 895, ""tol"": 5.595616415289417e-06, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t13,Logistic_L21,0.5996240857925988,0.7462940705128205,0.7374747216654329,0.2049160184988642,"{""lam"": 0.09909446115603089, ""max_iter"": 865, ""tol"": 0.0005633029271431001, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t13,Logistic_rMTFL,0.5786033534028563,0.768329326923077,0.7625019177208545,0.1964073892198115,"{""tau"": 0.14257094182366714, ""lam"": 0.2225011854043214, ""max_iter"": 1392, ""tol"": 1.137193937425832e-05, ""tau_init"": 1.670031491138128, ""cont_factor"": 0.5869298891373009, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t13,Single_Task,0.6022652341897146,0.7443910256410255,0.7391633435786004,0.2061982783403931,
55gg,logreg,4,t14,ATL_selector,0.5631167841630794,0.8064903846153846,0.7529333300522434,0.1845310407536424,
55gg,logreg,4,t14,Logistic_Dirty,0.5723922546371027,0.7806490384615384,0.7413681453017642,0.1926882613361239,"{""lam1"": 0.0796335166349377, ""lam2"": 0.02711276360560434, ""max_iter"": 642, ""tol"": 1.2921035755994583e-05, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t14,Logistic_L21,0.5749584130333938,0.7746394230769231,0.7427814772054754,0.1932546459592772,"{""lam"": 0.032167723240214885, ""max_iter"": 940, ""tol"": 0.0005509693224543911, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t14,Logistic_rMTFL,0.5774294993327975,0.773036858974359,0.734171731980811,0.1944500013312984,"{""tau"": 0.07509208771155242, ""lam"": 0.509577760959532, ""max_iter"": 1446, ""tol"": 0.0009507332327429024, ""tau_init"": 0.22052146420300484, ""cont_factor"": 0.4038781555031509, ""standardize"": false, ""random_state"": 42}"
55gg,logreg,4,t14,Single_Task,0.575000010828468,0.7756410256410258,0.7461595611390508,0.1944799281228421,
55gg,logreg,4,t2,ATL_selector,0.5933292491518706,0.7589142628205128,0.7128791726070155,0.2028800769243455,
