base_name,estimator,run_depth,target,method,logloss,auc,ap,brier,params_json
3clusters_3outliers,logreg,4,t2,Logistic_Dirty,0.6454058943947655,0.669409875551987,0.7010688206152552,0.2273166341874152,"{""lam1"": 0.13046057831054636, ""lam2"": 9.182755291776747, ""max_iter"": 476, ""tol"": 1.1277092551082406e-05, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t2,Logistic_L21,0.6449765773399037,0.6694098755519872,0.7015321666264465,0.2271481005650744,"{""lam"": 0.12273122977765809, ""max_iter"": 999, ""tol"": 0.000710866634946278, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t2,Logistic_rMTFL,0.6007416435811779,0.746487354476114,0.7767306393345237,0.206644110507501,"{""tau"": 0.22012284317256323, ""lam"": 0.17589549531907894, ""max_iter"": 848, ""tol"": 2.916315068611541e-06, ""tau_init"": 2.332162199646003, ""cont_factor"": 0.6375525852320328, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t2,Single_Task,0.6468303984081192,0.6770373344038539,0.7110320321220489,0.2278813371820638,
3clusters_3outliers,logreg,4,t3,ATL_selector,0.5933441587428726,0.7817781778177817,0.6988436259421051,0.2001146001587879,
3clusters_3outliers,logreg,4,t3,Logistic_Dirty,0.612364080686468,0.7361736173617361,0.6851559471868185,0.2090511543564812,"{""lam1"": 0.09150263977896032, ""lam2"": 0.07698201234685517, ""max_iter"": 561, ""tol"": 0.00046412789652308515, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t3,Logistic_L21,0.6141582780311772,0.7327732773277327,0.6830456847909318,0.2101533433440398,"{""lam"": 0.09367050037823009, ""max_iter"": 575, ""tol"": 0.0008936368338107524, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t3,Logistic_rMTFL,0.5792396353700453,0.7815781578157815,0.7254427487444142,0.1941296556446222,"{""tau"": 0.21204633371970458, ""lam"": 1.7724403677574954, ""max_iter"": 1769, ""tol"": 5.7540026333816815e-06, ""tau_init"": 2.805661109162646, ""cont_factor"": 0.4664325445977206, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t3,Single_Task,0.6130791556989986,0.7313731373137313,0.6893506132020428,0.2106271496283197,
3clusters_3outliers,logreg,4,t4,ATL_selector,0.5602202983082522,0.7966680048173425,0.7607845725874265,0.1872645254498849,
3clusters_3outliers,logreg,4,t4,Logistic_Dirty,0.6185079757354185,0.7279205138498596,0.7040535064767812,0.2119770858629082,"{""lam1"": 0.15747954591705157, ""lam2"": 0.03270851948655797, ""max_iter"": 1228, ""tol"": 1.4718391663774167e-05, ""standardize"": false, ""random_state"": 42}"
3clusters_3outliers,logreg,4,t4,Logistic_L21,0.6150015355219022,0.7379566439181051,0.7060244008473655,0.2100351824688106,"{""lam"": 0.07249307330470262, ""max_iter"": 1429, ""tol"": 6.023053364832223e-05, ""standardize"": false, ""random_state"": 42}"
